"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","HRWKD","TOT","HR_WKD","A","2014",1949,
"GRC","HRWKD","TOT","HR_WKD","A","2015",1935,
"GRC","HRWKD","TOT","HR_WKD","A","2016",1943,
"GRC","HRWKD","TOT","HR_WKD","A","2017",1947,
"GRC","HRWKD","TOT","HR_WKD","A","2018",1965,
"GRC","HRWKD","TOT","HR_WKD","A","2019",1920,
"GRC","HRWKD","TOT","HR_WKD","A","2020",1728,
"HUN","HRWKD","TOT","HR_WKD","A","1980",2348,
"HUN","HRWKD","TOT","HR_WKD","A","1981",2347,
"HUN","HRWKD","TOT","HR_WKD","A","1982",2248,
"HUN","HRWKD","TOT","HR_WKD","A","1983",2226,
"HUN","HRWKD","TOT","HR_WKD","A","1984",2149,
"HUN","HRWKD","TOT","HR_WKD","A","1985",2120,
"HUN","HRWKD","TOT","HR_WKD","A","1986",2111,
"HUN","HRWKD","TOT","HR_WKD","A","1987",2158,
"HUN","HRWKD","TOT","HR_WKD","A","1988",2151,
"HUN","HRWKD","TOT","HR_WKD","A","1989",2125,
"HUN","HRWKD","TOT","HR_WKD","A","1990",2082,
"HUN","HRWKD","TOT","HR_WKD","A","1991",2048,
"HUN","HRWKD","TOT","HR_WKD","A","1992",2002,
"HUN","HRWKD","TOT","HR_WKD","A","1993",2002,
"HUN","HRWKD","TOT","HR_WKD","A","1994",2142,
"HUN","HRWKD","TOT","HR_WKD","A","1995",1948,
"HUN","HRWKD","TOT","HR_WKD","A","1996",1946,
"HUN","HRWKD","TOT","HR_WKD","A","1997",1954.3,
"HUN","HRWKD","TOT","HR_WKD","A","1998",1945.1,
"HUN","HRWKD","TOT","HR_WKD","A","1999",1952.4,
"HUN","HRWKD","TOT","HR_WKD","A","2000",1932.4,
"HUN","HRWKD","TOT","HR_WKD","A","2001",1897.8,
"HUN","HRWKD","TOT","HR_WKD","A","2002",1883.6,
"HUN","HRWKD","TOT","HR_WKD","A","2003",1856.3,
"HUN","HRWKD","TOT","HR_WKD","A","2004",1858.6,
"HUN","HRWKD","TOT","HR_WKD","A","2005",1834.1,
"HUN","HRWKD","TOT","HR_WKD","A","2006",1813.9,
"HUN","HRWKD","TOT","HR_WKD","A","2007",1787.8,
"HUN","HRWKD","TOT","HR_WKD","A","2008",1791.2,
"HUN","HRWKD","TOT","HR_WKD","A","2009",1758.2,
"HUN","HRWKD","TOT","HR_WKD","A","2010",1766.4,
"HUN","HRWKD","TOT","HR_WKD","A","2011",1753.7,
"HUN","HRWKD","TOT","HR_WKD","A","2012",1738.3,
"HUN","HRWKD","TOT","HR_WKD","A","2013",1733.6,
"HUN","HRWKD","TOT","HR_WKD","A","2014",1748.6,
"HUN","HRWKD","TOT","HR_WKD","A","2015",1745.9,
"HUN","HRWKD","TOT","HR_WKD","A","2016",1760.2,
"HUN","HRWKD","TOT","HR_WKD","A","2017",1747.4,
"HUN","HRWKD","TOT","HR_WKD","A","2018",1729.9,
"HUN","HRWKD","TOT","HR_WKD","A","2019",1722.2,
"HUN","HRWKD","TOT","HR_WKD","A","2020",1660.3,
"ISL","HRWKD","TOT","HR_WKD","A","1970",1954,
"ISL","HRWKD","TOT","HR_WKD","A","1971",1916,
"ISL","HRWKD","TOT","HR_WKD","A","1972",1883,
"ISL","HRWKD","TOT","HR_WKD","A","1973",1866,
"ISL","HRWKD","TOT","HR_WKD","A","1974",1841,
"ISL","HRWKD","TOT","HR_WKD","A","1975",1817,
"ISL","HRWKD","TOT","HR_WKD","A","1976",1790,
"ISL","HRWKD","TOT","HR_WKD","A","1977",1748,
"ISL","HRWKD","TOT","HR_WKD","A","1978",1710,
"ISL","HRWKD","TOT","HR_WKD","A","1979",1697,
"ISL","HRWKD","TOT","HR_WKD","A","1980",1688,
"ISL","HRWKD","TOT","HR_WKD","A","1981",1681,
"ISL","HRWKD","TOT","HR_WKD","A","1982",1684,
"ISL","HRWKD","TOT","HR_WKD","A","1983",1684,
"ISL","HRWKD","TOT","HR_WKD","A","1984",1682,
"ISL","HRWKD","TOT","HR_WKD","A","1985",1681,
"ISL","HRWKD","TOT","HR_WKD","A","1986",1674,
"ISL","HRWKD","TOT","HR_WKD","A","1987",1672,
"ISL","HRWKD","TOT","HR_WKD","A","1988",1679,
"ISL","HRWKD","TOT","HR_WKD","A","1989",1675,
"ISL","HRWKD","TOT","HR_WKD","A","1990",1665,
"ISL","HRWKD","TOT","HR_WKD","A","1991",1668,
"ISL","HRWKD","TOT","HR_WKD","A","1992",1668,
"ISL","HRWKD","TOT","HR_WKD","A","1993",1683,
"ISL","HRWKD","TOT","HR_WKD","A","1994",1655,
"ISL","HRWKD","TOT","HR_WKD","A","1995",1641,
"ISL","HRWKD","TOT","HR_WKD","A","1996",1659,
"ISL","HRWKD","TOT","HR_WKD","A","1997",1684,
"ISL","HRWKD","TOT","HR_WKD","A","1998",1665,
"ISL","HRWKD","TOT","HR_WKD","A","1999",1645,
"ISL","HRWKD","TOT","HR_WKD","A","2000",1696,
"ISL","HRWKD","TOT","HR_WKD","A","2001",1707,
"ISL","HRWKD","TOT","HR_WKD","A","2002",1672,
"ISL","HRWKD","TOT","HR_WKD","A","2003",1639,
"ISL","HRWKD","TOT","HR_WKD","A","2004",1645,
"ISL","HRWKD","TOT","HR_WKD","A","2005",1637,
"ISL","HRWKD","TOT","HR_WKD","A","2006",1627,
"ISL","HRWKD","TOT","HR_WKD","A","2007",1605,
"ISL","HRWKD","TOT","HR_WKD","A","2008",1625,
"ISL","HRWKD","TOT","HR_WKD","A","2009",1536,
"ISL","HRWKD","TOT","HR_WKD","A","2010",1528,
"ISL","HRWKD","TOT","HR_WKD","A","2011",1538,
"ISL","HRWKD","TOT","HR_WKD","A","2012",1523,
"ISL","HRWKD","TOT","HR_WKD","A","2013",1524,
"ISL","HRWKD","TOT","HR_WKD","A","2014",1513,
"ISL","HRWKD","TOT","HR_WKD","A","2015",1511,
"ISL","HRWKD","TOT","HR_WKD","A","2016",1520,
"ISL","HRWKD","TOT","HR_WKD","A","2017",1507,
"ISL","HRWKD","TOT","HR_WKD","A","2018",1496,
"ISL","HRWKD","TOT","HR_WKD","A","2019",1480,
"ISL","HRWKD","TOT","HR_WKD","A","2020",1435,
"IRL","HRWKD","TOT","HR_WKD","A","1970",2335,
"IRL","HRWKD","TOT","HR_WKD","A","1971",2318,
"IRL","HRWKD","TOT","HR_WKD","A","1972",2297,
"IRL","HRWKD","TOT","HR_WKD","A","1973",2285,
"IRL","HRWKD","TOT","HR_WKD","A","1974",2248,
"IRL","HRWKD","TOT","HR_WKD","A","1975",2239,
"IRL","HRWKD","TOT","HR_WKD","A","1976",2233,
"IRL","HRWKD","TOT","HR_WKD","A","1977",2203,
"IRL","HRWKD","TOT","HR_WKD","A","1978",2184,
"IRL","HRWKD","TOT","HR_WKD","A","1979",2162,
"IRL","HRWKD","TOT","HR_WKD","A","1980",2123,
"IRL","HRWKD","TOT","HR_WKD","A","1981",2091,
"IRL","HRWKD","TOT","HR_WKD","A","1982",2084,
"IRL","HRWKD","TOT","HR_WKD","A","1983",2074,
"IRL","HRWKD","TOT","HR_WKD","A","1984",2056,
"IRL","HRWKD","TOT","HR_WKD","A","1985",2063,
"IRL","HRWKD","TOT","HR_WKD","A","1986",2097,
"IRL","HRWKD","TOT","HR_WKD","A","1987",2077,
"IRL","HRWKD","TOT","HR_WKD","A","1988",2085,
"IRL","HRWKD","TOT","HR_WKD","A","1989",2092,
"IRL","HRWKD","TOT","HR_WKD","A","1990",2081,
"IRL","HRWKD","TOT","HR_WKD","A","1991",2046,
"IRL","HRWKD","TOT","HR_WKD","A","1992",1998,
"IRL","HRWKD","TOT","HR_WKD","A","1993",1971,
"IRL","HRWKD","TOT","HR_WKD","A","1994",1971,
"IRL","HRWKD","TOT","HR_WKD","A","1995",1963,
"IRL","HRWKD","TOT","HR_WKD","A","1996",1954,
"IRL","HRWKD","TOT","HR_WKD","A","1997",1954,
"IRL","HRWKD","TOT","HR_WKD","A","1998",1953,
"IRL","HRWKD","TOT","HR_WKD","A","1999",1942,
"IRL","HRWKD","TOT","HR_WKD","A","2000",1933,
"IRL","HRWKD","TOT","HR_WKD","A","2001",1924,
"IRL","HRWKD","TOT","HR_WKD","A","2002",1904,
"IRL","HRWKD","TOT","HR_WKD","A","2003",1887,
"IRL","HRWKD","TOT","HR_WKD","A","2004",1875,
"IRL","HRWKD","TOT","HR_WKD","A","2005",1883,
"IRL","HRWKD","TOT","HR_WKD","A","2006",1879,
"IRL","HRWKD","TOT","HR_WKD","A","2007",1865,
"IRL","HRWKD","TOT","HR_WKD","A","2008",1844,
"IRL","HRWKD","TOT","HR_WKD","A","2009",1812,
"IRL","HRWKD","TOT","HR_WKD","A","2010",1721,
"IRL","HRWKD","TOT","HR_WKD","A","2011",1737,
"IRL","HRWKD","TOT","HR_WKD","A","2012",1738,
"IRL","HRWKD","TOT","HR_WKD","A","2013",1743,
"IRL","HRWKD","TOT","HR_WKD","A","2014",1757,
"IRL","HRWKD","TOT","HR_WKD","A","2015",1771,
"IRL","HRWKD","TOT","HR_WKD","A","2016",1763,
"IRL","HRWKD","TOT","HR_WKD","A","2017",1775,
"IRL","HRWKD","TOT","HR_WKD","A","2018",1782,
"IRL","HRWKD","TOT","HR_WKD","A","2019",1771,
"IRL","HRWKD","TOT","HR_WKD","A","2020",1746,
"ITA","HRWKD","TOT","HR_WKD","A","1995",1856.2,
"ITA","HRWKD","TOT","HR_WKD","A","1996",1866.2,
"ITA","HRWKD","TOT","HR_WKD","A","1997",1859.9,
"ITA","HRWKD","TOT","HR_WKD","A","1998",1873.1,
"ITA","HRWKD","TOT","HR_WKD","A","1999",1869.9,
"ITA","HRWKD","TOT","HR_WKD","A","2000",1850.2,
"ITA","HRWKD","TOT","HR_WKD","A","2001",1837.6,
"ITA","HRWKD","TOT","HR_WKD","A","2002",1826.2,
"ITA","HRWKD","TOT","HR_WKD","A","2003",1815.1,
"ITA","HRWKD","TOT","HR_WKD","A","2004",1814.6,
"ITA","HRWKD","TOT","HR_WKD","A","2005",1811.1,
"ITA","HRWKD","TOT","HR_WKD","A","2006",1811.9,
"ITA","HRWKD","TOT","HR_WKD","A","2007",1817.7,
"ITA","HRWKD","TOT","HR_WKD","A","2008",1806.5,
"ITA","HRWKD","TOT","HR_WKD","A","2009",1775.2,
"ITA","HRWKD","TOT","HR_WKD","A","2010",1776.8,
"ITA","HRWKD","TOT","HR_WKD","A","2011",1772.6,
"ITA","HRWKD","TOT","HR_WKD","A","2012",1733.6,
"ITA","HRWKD","TOT","HR_WKD","A","2013",1719.1,
"ITA","HRWKD","TOT","HR_WKD","A","2014",1716.3,
"ITA","HRWKD","TOT","HR_WKD","A","2015",1717.5,
"ITA","HRWKD","TOT","HR_WKD","A","2016",1721.7,
"ITA","HRWKD","TOT","HR_WKD","A","2017",1719.2,
"ITA","HRWKD","TOT","HR_WKD","A","2018",1719.4,
"ITA","HRWKD","TOT","HR_WKD","A","2019",1714.7,
"ITA","HRWKD","TOT","HR_WKD","A","2020",1558.7,
"JPN","HRWKD","TOT","HR_WKD","A","1970",2243,
"JPN","HRWKD","TOT","HR_WKD","A","1971",2239,
"JPN","HRWKD","TOT","HR_WKD","A","1972",2228,
"JPN","HRWKD","TOT","HR_WKD","A","1973",2201,
"JPN","HRWKD","TOT","HR_WKD","A","1974",2137,
"JPN","HRWKD","TOT","HR_WKD","A","1975",2112,
"JPN","HRWKD","TOT","HR_WKD","A","1976",2128,
"JPN","HRWKD","TOT","HR_WKD","A","1977",2129,
"JPN","HRWKD","TOT","HR_WKD","A","1978",2123,
"JPN","HRWKD","TOT","HR_WKD","A","1979",2126,
"JPN","HRWKD","TOT","HR_WKD","A","1980",2121,
"JPN","HRWKD","TOT","HR_WKD","A","1981",2106,
"JPN","HRWKD","TOT","HR_WKD","A","1982",2104,
"JPN","HRWKD","TOT","HR_WKD","A","1983",2095,
"JPN","HRWKD","TOT","HR_WKD","A","1984",2108,
"JPN","HRWKD","TOT","HR_WKD","A","1985",2093,
"JPN","HRWKD","TOT","HR_WKD","A","1986",2097,
"JPN","HRWKD","TOT","HR_WKD","A","1987",2096,
"JPN","HRWKD","TOT","HR_WKD","A","1988",2092,
"JPN","HRWKD","TOT","HR_WKD","A","1989",2070,
"JPN","HRWKD","TOT","HR_WKD","A","1990",2031,
"JPN","HRWKD","TOT","HR_WKD","A","1991",1998,
"JPN","HRWKD","TOT","HR_WKD","A","1992",1965,
"JPN","HRWKD","TOT","HR_WKD","A","1993",1905,
"JPN","HRWKD","TOT","HR_WKD","A","1994",1898,
"JPN","HRWKD","TOT","HR_WKD","A","1995",1884,
"JPN","HRWKD","TOT","HR_WKD","A","1996",1892,
"JPN","HRWKD","TOT","HR_WKD","A","1997",1865,
"JPN","HRWKD","TOT","HR_WKD","A","1998",1842,
"JPN","HRWKD","TOT","HR_WKD","A","1999",1810,
"JPN","HRWKD","TOT","HR_WKD","A","2000",1821,
"JPN","HRWKD","TOT","HR_WKD","A","2001",1809,
"JPN","HRWKD","TOT","HR_WKD","A","2002",1798,
"JPN","HRWKD","TOT","HR_WKD","A","2003",1799,
"JPN","HRWKD","TOT","HR_WKD","A","2004",1787,
"JPN","HRWKD","TOT","HR_WKD","A","2005",1775,
"JPN","HRWKD","TOT","HR_WKD","A","2006",1784,
"JPN","HRWKD","TOT","HR_WKD","A","2007",1785,
"JPN","HRWKD","TOT","HR_WKD","A","2008",1771,
"JPN","HRWKD","TOT","HR_WKD","A","2009",1714,
"JPN","HRWKD","TOT","HR_WKD","A","2010",1733,
"JPN","HRWKD","TOT","HR_WKD","A","2011",1728,
"JPN","HRWKD","TOT","HR_WKD","A","2012",1745,
"JPN","HRWKD","TOT","HR_WKD","A","2013",1734,
"JPN","HRWKD","TOT","HR_WKD","A","2014",1729,
"JPN","HRWKD","TOT","HR_WKD","A","2015",1719,
"JPN","HRWKD","TOT","HR_WKD","A","2016",1714,
"JPN","HRWKD","TOT","HR_WKD","A","2017",1709,
"JPN","HRWKD","TOT","HR_WKD","A","2018",1680,
"JPN","HRWKD","TOT","HR_WKD","A","2019",1644,
"JPN","HRWKD","TOT","HR_WKD","A","2020",1598,
"KOR","HRWKD","TOT","HR_WKD","A","2008",2228,
"KOR","HRWKD","TOT","HR_WKD","A","2009",2174,
"KOR","HRWKD","TOT","HR_WKD","A","2010",2163,
"KOR","HRWKD","TOT","HR_WKD","A","2011",2136,
"KOR","HRWKD","TOT","HR_WKD","A","2012",2119,
"KOR","HRWKD","TOT","HR_WKD","A","2013",2106,
"KOR","HRWKD","TOT","HR_WKD","A","2014",2076,
"KOR","HRWKD","TOT","HR_WKD","A","2015",2083,
"KOR","HRWKD","TOT","HR_WKD","A","2016",2068,
"KOR","HRWKD","TOT","HR_WKD","A","2017",2018,
"KOR","HRWKD","TOT","HR_WKD","A","2018",1993,
"KOR","HRWKD","TOT","HR_WKD","A","2019",1967,
"KOR","HRWKD","TOT","HR_WKD","A","2020",1908,
"LUX","HRWKD","TOT","HR_WKD","A","1995",1593,
"LUX","HRWKD","TOT","HR_WKD","A","1996",1600,
"LUX","HRWKD","TOT","HR_WKD","A","1997",1598,
"LUX","HRWKD","TOT","HR_WKD","A","1998",1593,
"LUX","HRWKD","TOT","HR_WKD","A","1999",1592,
"LUX","HRWKD","TOT","HR_WKD","A","2000",1602,
"LUX","HRWKD","TOT","HR_WKD","A","2001",1586,
"LUX","HRWKD","TOT","HR_WKD","A","2002",1581,
"LUX","HRWKD","TOT","HR_WKD","A","2003",1579,
"LUX","HRWKD","TOT","HR_WKD","A","2004",1578,
"LUX","HRWKD","TOT","HR_WKD","A","2005",1550,
"LUX","HRWKD","TOT","HR_WKD","A","2006",1552,
"LUX","HRWKD","TOT","HR_WKD","A","2007",1566,
"LUX","HRWKD","TOT","HR_WKD","A","2008",1567,
"LUX","HRWKD","TOT","HR_WKD","A","2009",1517,
"LUX","HRWKD","TOT","HR_WKD","A","2010",1517,
"LUX","HRWKD","TOT","HR_WKD","A","2011",1515,
"LUX","HRWKD","TOT","HR_WKD","A","2012",1508,
"LUX","HRWKD","TOT","HR_WKD","A","2013",1503,
"LUX","HRWKD","TOT","HR_WKD","A","2014",1506,
"LUX","HRWKD","TOT","HR_WKD","A","2015",1514,
"LUX","HRWKD","TOT","HR_WKD","A","2016",1512,
"LUX","HRWKD","TOT","HR_WKD","A","2017",1506,
"LUX","HRWKD","TOT","HR_WKD","A","2018",1506,
"LUX","HRWKD","TOT","HR_WKD","A","2019",1506,
"LUX","HRWKD","TOT","HR_WKD","A","2020",1427,
"MEX","HRWKD","TOT","HR_WKD","A","1991",2113,
"MEX","HRWKD","TOT","HR_WKD","A","1992",2104,
"MEX","HRWKD","TOT","HR_WKD","A","1993",2112,
"MEX","HRWKD","TOT","HR_WKD","A","1994",2146,
"MEX","HRWKD","TOT","HR_WKD","A","1995",2161,
"MEX","HRWKD","TOT","HR_WKD","A","1996",2192,
"MEX","HRWKD","TOT","HR_WKD","A","1997",2241,
"MEX","HRWKD","TOT","HR_WKD","A","1998",2168,
"MEX","HRWKD","TOT","HR_WKD","A","1999",2242,
"MEX","HRWKD","TOT","HR_WKD","A","2000",2174,
"MEX","HRWKD","TOT","HR_WKD","A","2001",2146,
"MEX","HRWKD","TOT","HR_WKD","A","2002",2196,
"MEX","HRWKD","TOT","HR_WKD","A","2003",2143,
"MEX","HRWKD","TOT","HR_WKD","A","2004",2123,
"MEX","HRWKD","TOT","HR_WKD","A","2005",2105,
"MEX","HRWKD","TOT","HR_WKD","A","2006",2067,
"MEX","HRWKD","TOT","HR_WKD","A","2007",2045,
"MEX","HRWKD","TOT","HR_WKD","A","2008",2105,
"MEX","HRWKD","TOT","HR_WKD","A","2009",1973,
"MEX","HRWKD","TOT","HR_WKD","A","2010",2150,
"MEX","HRWKD","TOT","HR_WKD","A","2011",2121,
"MEX","HRWKD","TOT","HR_WKD","A","2012",2120,
"MEX","HRWKD","TOT","HR_WKD","A","2013",2136,
"MEX","HRWKD","TOT","HR_WKD","A","2014",2134,
"MEX","HRWKD","TOT","HR_WKD","A","2015",2140,
"MEX","HRWKD","TOT","HR_WKD","A","2016",2146,
"MEX","HRWKD","TOT","HR_WKD","A","2017",2149,
"MEX","HRWKD","TOT","HR_WKD","A","2018",2149,
"MEX","HRWKD","TOT","HR_WKD","A","2019",2139,
"MEX","HRWKD","TOT","HR_WKD","A","2020",2124,
"NLD","HRWKD","TOT","HR_WKD","A","1970",1809,
"NLD","HRWKD","TOT","HR_WKD","A","1971",1777,
"NLD","HRWKD","TOT","HR_WKD","A","1972",1775,
"NLD","HRWKD","TOT","HR_WKD","A","1973",1749,
"NLD","HRWKD","TOT","HR_WKD","A","1974",1696,
"NLD","HRWKD","TOT","HR_WKD","A","1975",1644,
"NLD","HRWKD","TOT","HR_WKD","A","1976",1628,
"NLD","HRWKD","TOT","HR_WKD","A","1977",1608,
"NLD","HRWKD","TOT","HR_WKD","A","1978",1580,
"NLD","HRWKD","TOT","HR_WKD","A","1979",1559,
"NLD","HRWKD","TOT","HR_WKD","A","1980",1556,
"NLD","HRWKD","TOT","HR_WKD","A","1981",1556,
"NLD","HRWKD","TOT","HR_WKD","A","1982",1542,
"NLD","HRWKD","TOT","HR_WKD","A","1983",1527,
"NLD","HRWKD","TOT","HR_WKD","A","1984",1519,
"NLD","HRWKD","TOT","HR_WKD","A","1985",1502,
"NLD","HRWKD","TOT","HR_WKD","A","1986",1488,
"NLD","HRWKD","TOT","HR_WKD","A","1987",1467,
"NLD","HRWKD","TOT","HR_WKD","A","1988",1464,
"NLD","HRWKD","TOT","HR_WKD","A","1989",1459,
"NLD","HRWKD","TOT","HR_WKD","A","1990",1454,
"NLD","HRWKD","TOT","HR_WKD","A","1991",1444,
"NLD","HRWKD","TOT","HR_WKD","A","1992",1451,
"NLD","HRWKD","TOT","HR_WKD","A","1993",1440,
"NLD","HRWKD","TOT","HR_WKD","A","1994",1447,
"NLD","HRWKD","TOT","HR_WKD","A","1995",1482,
"NLD","HRWKD","TOT","HR_WKD","A","1996",1496,
"NLD","HRWKD","TOT","HR_WKD","A","1997",1482,
"NLD","HRWKD","TOT","HR_WKD","A","1998",1479,
"NLD","HRWKD","TOT","HR_WKD","A","1999",1477,
"NLD","HRWKD","TOT","HR_WKD","A","2000",1464,
"NLD","HRWKD","TOT","HR_WKD","A","2001",1454,
"NLD","HRWKD","TOT","HR_WKD","A","2002",1436,
"NLD","HRWKD","TOT","HR_WKD","A","2003",1428,
"NLD","HRWKD","TOT","HR_WKD","A","2004",1448,
"NLD","HRWKD","TOT","HR_WKD","A","2005",1434,
"NLD","HRWKD","TOT","HR_WKD","A","2006",1430,
"NLD","HRWKD","TOT","HR_WKD","A","2007",1429,
"NLD","HRWKD","TOT","HR_WKD","A","2008",1429,
"NLD","HRWKD","TOT","HR_WKD","A","2009",1420,
"NLD","HRWKD","TOT","HR_WKD","A","2010",1420,
"NLD","HRWKD","TOT","HR_WKD","A","2011",1420,
"NLD","HRWKD","TOT","HR_WKD","A","2012",1411,
"NLD","HRWKD","TOT","HR_WKD","A","2013",1415,
"NLD","HRWKD","TOT","HR_WKD","A","2014",1426,
"NLD","HRWKD","TOT","HR_WKD","A","2015",1426,
"NLD","HRWKD","TOT","HR_WKD","A","2016",1437,
"NLD","HRWKD","TOT","HR_WKD","A","2017",1437,
"NLD","HRWKD","TOT","HR_WKD","A","2018",1436,
"NLD","HRWKD","TOT","HR_WKD","A","2019",1440,
"NLD","HRWKD","TOT","HR_WKD","A","2020",1399,
"NZL","HRWKD","TOT","HR_WKD","A","1986",1834,
"NZL","HRWKD","TOT","HR_WKD","A","1987",1838,
"NZL","HRWKD","TOT","HR_WKD","A","1988",1829,
"NZL","HRWKD","TOT","HR_WKD","A","1989",1820,
"NZL","HRWKD","TOT","HR_WKD","A","1990",1809,
"NZL","HRWKD","TOT","HR_WKD","A","1991",1792,
"NZL","HRWKD","TOT","HR_WKD","A","1992",1799,
"NZL","HRWKD","TOT","HR_WKD","A","1993",1853,
"NZL","HRWKD","TOT","HR_WKD","A","1994",1848,
"NZL","HRWKD","TOT","HR_WKD","A","1995",1841,
"NZL","HRWKD","TOT","HR_WKD","A","1996",1834,
"NZL","HRWKD","TOT","HR_WKD","A","1997",1826,
"NZL","HRWKD","TOT","HR_WKD","A","1998",1829,
"NZL","HRWKD","TOT","HR_WKD","A","1999",1845,
"NZL","HRWKD","TOT","HR_WKD","A","2000",1836,
"NZL","HRWKD","TOT","HR_WKD","A","2001",1825,
"NZL","HRWKD","TOT","HR_WKD","A","2002",1826,
"NZL","HRWKD","TOT","HR_WKD","A","2003",1823,
"NZL","HRWKD","TOT","HR_WKD","A","2004",1830,
"NZL","HRWKD","TOT","HR_WKD","A","2005",1815,
"NZL","HRWKD","TOT","HR_WKD","A","2006",1795,
"NZL","HRWKD","TOT","HR_WKD","A","2007",1774,
"NZL","HRWKD","TOT","HR_WKD","A","2008",1761,
"NZL","HRWKD","TOT","HR_WKD","A","2009",1740,
"NZL","HRWKD","TOT","HR_WKD","A","2010",1755,
"NZL","HRWKD","TOT","HR_WKD","A","2011",1746,
"NZL","HRWKD","TOT","HR_WKD","A","2012",1734,
"NZL","HRWKD","TOT","HR_WKD","A","2013",1756,
"NZL","HRWKD","TOT","HR_WKD","A","2014",1758,
"NZL","HRWKD","TOT","HR_WKD","A","2015",1753,
"NZL","HRWKD","TOT","HR_WKD","A","2016",1754,
"NZL","HRWKD","TOT","HR_WKD","A","2017",1756,
"NZL","HRWKD","TOT","HR_WKD","A","2018",1759,
"NZL","HRWKD","TOT","HR_WKD","A","2019",1783,
"NZL","HRWKD","TOT","HR_WKD","A","2020",1739,
"NOR","HRWKD","TOT","HR_WKD","A","1962",1995,
"NOR","HRWKD","TOT","HR_WKD","A","1963",1986,
"NOR","HRWKD","TOT","HR_WKD","A","1964",1996,
"NOR","HRWKD","TOT","HR_WKD","A","1965",1951,
"NOR","HRWKD","TOT","HR_WKD","A","1966",1952,
"NOR","HRWKD","TOT","HR_WKD","A","1967",1936,
"NOR","HRWKD","TOT","HR_WKD","A","1968",1897,
"NOR","HRWKD","TOT","HR_WKD","A","1969",1849,
"NOR","HRWKD","TOT","HR_WKD","A","1970",1835,
"NOR","HRWKD","TOT","HR_WKD","A","1971",1813.4,
"NOR","HRWKD","TOT","HR_WKD","A","1972",1780.5,
"NOR","HRWKD","TOT","HR_WKD","A","1973",1766.2,
"NOR","HRWKD","TOT","HR_WKD","A","1974",1745,
"NOR","HRWKD","TOT","HR_WKD","A","1975",1728.1,
"NOR","HRWKD","TOT","HR_WKD","A","1976",1674.5,
"NOR","HRWKD","TOT","HR_WKD","A","1977",1638.4,
"NOR","HRWKD","TOT","HR_WKD","A","1978",1601.9,
"NOR","HRWKD","TOT","HR_WKD","A","1979",1580.1,
"NOR","HRWKD","TOT","HR_WKD","A","1980",1579.8,
"NOR","HRWKD","TOT","HR_WKD","A","1981",1570.2,
"NOR","HRWKD","TOT","HR_WKD","A","1982",1558.9,
"NOR","HRWKD","TOT","HR_WKD","A","1983",1553.3,
"NOR","HRWKD","TOT","HR_WKD","A","1984",1548.3,
"NOR","HRWKD","TOT","HR_WKD","A","1985",1542.3,
"NOR","HRWKD","TOT","HR_WKD","A","1986",1538.2,
"NOR","HRWKD","TOT","HR_WKD","A","1987",1510.7,
"NOR","HRWKD","TOT","HR_WKD","A","1988",1513.3,
"NOR","HRWKD","TOT","HR_WKD","A","1989",1510.4,
"NOR","HRWKD","TOT","HR_WKD","A","1990",1502.6,
"NOR","HRWKD","TOT","HR_WKD","A","1991",1500.3,
"NOR","HRWKD","TOT","HR_WKD","A","1992",1510.1,
"NOR","HRWKD","TOT","HR_WKD","A","1993",1506.8,
"NOR","HRWKD","TOT","HR_WKD","A","1994",1505,
"NOR","HRWKD","TOT","HR_WKD","A","1995",1487.8,
"NOR","HRWKD","TOT","HR_WKD","A","1996",1482.6,
"NOR","HRWKD","TOT","HR_WKD","A","1997",1477.6,
"NOR","HRWKD","TOT","HR_WKD","A","1998",1475.5,
"NOR","HRWKD","TOT","HR_WKD","A","1999",1474.4,
"NOR","HRWKD","TOT","HR_WKD","A","2000",1456.6,
"NOR","HRWKD","TOT","HR_WKD","A","2001",1424.1,
"NOR","HRWKD","TOT","HR_WKD","A","2002",1406.7,
"NOR","HRWKD","TOT","HR_WKD","A","2003",1389.7,
"NOR","HRWKD","TOT","HR_WKD","A","2004",1405.1,
"NOR","HRWKD","TOT","HR_WKD","A","2005",1405.9,
"NOR","HRWKD","TOT","HR_WKD","A","2006",1399.3,
"NOR","HRWKD","TOT","HR_WKD","A","2007",1405.6,
"NOR","HRWKD","TOT","HR_WKD","A","2008",1406.6,
"NOR","HRWKD","TOT","HR_WKD","A","2009",1387.1,
"NOR","HRWKD","TOT","HR_WKD","A","2010",1395.1,
"NOR","HRWKD","TOT","HR_WKD","A","2011",1399.9,
"NOR","HRWKD","TOT","HR_WKD","A","2012",1396.3,
"NOR","HRWKD","TOT","HR_WKD","A","2013",1386.7,
"NOR","HRWKD","TOT","HR_WKD","A","2014",1389.5,
"NOR","HRWKD","TOT","HR_WKD","A","2015",1391.9,
"NOR","HRWKD","TOT","HR_WKD","A","2016",1394.7,
"NOR","HRWKD","TOT","HR_WKD","A","2017",1380.4,
"NOR","HRWKD","TOT","HR_WKD","A","2018",1379.3,
"NOR","HRWKD","TOT","HR_WKD","A","2019",1381.4,
"NOR","HRWKD","TOT","HR_WKD","A","2020",1368.7,
"POL","HRWKD","TOT","HR_WKD","A","1993",1901,
"POL","HRWKD","TOT","HR_WKD","A","1994",1938,
