"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","GDPHRWKD","TOT","USD","A","2003",38.283271,
"GRC","GDPHRWKD","TOT","USD","A","2004",39.452811,
"GRC","GDPHRWKD","TOT","USD","A","2005",38.333434,
"GRC","GDPHRWKD","TOT","USD","A","2006",39.9746,
"GRC","GDPHRWKD","TOT","USD","A","2007",41.019547,
"GRC","GDPHRWKD","TOT","USD","A","2008",40.446927,
"GRC","GDPHRWKD","TOT","USD","A","2009",39.400232,
"GRC","GDPHRWKD","TOT","USD","A","2010",39.042632,
"GRC","GDPHRWKD","TOT","USD","A","2011",36.290422,
"GRC","GDPHRWKD","TOT","USD","A","2012",34.410406,
"GRC","GDPHRWKD","TOT","USD","A","2013",33.622669,
"GRC","GDPHRWKD","TOT","USD","A","2014",33.42498,
"GRC","GDPHRWKD","TOT","USD","A","2015",34.620332,
"GRC","GDPHRWKD","TOT","USD","A","2016",33.18184,
"GRC","GDPHRWKD","TOT","USD","A","2017",33.647617,
"GRC","GDPHRWKD","TOT","USD","A","2018",32.410775,
"GRC","GDPHRWKD","TOT","USD","A","2019",33.475251,
"GRC","GDPHRWKD","TOT","USD","A","2020",34.262803,
"HUN","GDPHRWKD","TOT","USD","A","1991",16.709361,
"HUN","GDPHRWKD","TOT","USD","A","1992",18.085615,
"HUN","GDPHRWKD","TOT","USD","A","1993",19.18435,
"HUN","GDPHRWKD","TOT","USD","A","1994",18.828924,
"HUN","GDPHRWKD","TOT","USD","A","1995",21.758345,"B"
"HUN","GDPHRWKD","TOT","USD","A","1996",21.841212,
"HUN","GDPHRWKD","TOT","USD","A","1997",22.206701,
"HUN","GDPHRWKD","TOT","USD","A","1998",22.974597,
"HUN","GDPHRWKD","TOT","USD","A","1999",23.133427,
"HUN","GDPHRWKD","TOT","USD","A","2000",24.269494,
"HUN","GDPHRWKD","TOT","USD","A","2001",25.669038,
"HUN","GDPHRWKD","TOT","USD","A","2002",27.129321,
"HUN","GDPHRWKD","TOT","USD","A","2003",28.111433,
"HUN","GDPHRWKD","TOT","USD","A","2004",29.798399,
"HUN","GDPHRWKD","TOT","USD","A","2005",31.723352,
"HUN","GDPHRWKD","TOT","USD","A","2006",33.072538,
"HUN","GDPHRWKD","TOT","USD","A","2007",33.89389,
"HUN","GDPHRWKD","TOT","USD","A","2008",34.790217,
"HUN","GDPHRWKD","TOT","USD","A","2009",33.741979,
"HUN","GDPHRWKD","TOT","USD","A","2010",34.179123,"B"
"HUN","GDPHRWKD","TOT","USD","A","2011",35.080159,
"HUN","GDPHRWKD","TOT","USD","A","2012",34.628284,
"HUN","GDPHRWKD","TOT","USD","A","2013",34.899918,
"HUN","GDPHRWKD","TOT","USD","A","2014",34.490434,
"HUN","GDPHRWKD","TOT","USD","A","2015",35.041117,
"HUN","GDPHRWKD","TOT","USD","A","2016",34.246099,
"HUN","GDPHRWKD","TOT","USD","A","2017",35.29112,
"HUN","GDPHRWKD","TOT","USD","A","2018",36.720453,
"HUN","GDPHRWKD","TOT","USD","A","2019",38.138306,
"HUN","GDPHRWKD","TOT","USD","A","2020",39.28036,
"HUN","GDPHRWKD","TOT","USD","A","2021",39.133986,
"ISL","GDPHRWKD","TOT","USD","A","1970",19.781699,
"ISL","GDPHRWKD","TOT","USD","A","1971",21.775662,
"ISL","GDPHRWKD","TOT","USD","A","1972",22.858423,
"ISL","GDPHRWKD","TOT","USD","A","1973",23.985674,
"ISL","GDPHRWKD","TOT","USD","A","1974",24.857999,
"ISL","GDPHRWKD","TOT","USD","A","1975",24.892669,
"ISL","GDPHRWKD","TOT","USD","A","1976",25.914868,
"ISL","GDPHRWKD","TOT","USD","A","1977",28.767179,
"ISL","GDPHRWKD","TOT","USD","A","1978",30.257752,
"ISL","GDPHRWKD","TOT","USD","A","1979",31.751738,
"ISL","GDPHRWKD","TOT","USD","A","1980",32.754047,
"ISL","GDPHRWKD","TOT","USD","A","1981",32.579982,
"ISL","GDPHRWKD","TOT","USD","A","1982",32.403695,
"ISL","GDPHRWKD","TOT","USD","A","1983",31.418222,
"ISL","GDPHRWKD","TOT","USD","A","1984",32.304395,
"ISL","GDPHRWKD","TOT","USD","A","1985",32.213927,
"ISL","GDPHRWKD","TOT","USD","A","1986",33.334137,
"ISL","GDPHRWKD","TOT","USD","A","1987",34.235984,
"ISL","GDPHRWKD","TOT","USD","A","1988",35.092509,
"ISL","GDPHRWKD","TOT","USD","A","1989",35.797786,
"ISL","GDPHRWKD","TOT","USD","A","1990",36.776556,
"ISL","GDPHRWKD","TOT","USD","A","1991",36.637575,
"ISL","GDPHRWKD","TOT","USD","A","1992",35.401461,
"ISL","GDPHRWKD","TOT","USD","A","1993",35.624847,
"ISL","GDPHRWKD","TOT","USD","A","1994",37.235121,
"ISL","GDPHRWKD","TOT","USD","A","1995",36.509502,
"ISL","GDPHRWKD","TOT","USD","A","1996",37.709532,
"ISL","GDPHRWKD","TOT","USD","A","1997",39.293817,
"ISL","GDPHRWKD","TOT","USD","A","1998",40.966233,
"ISL","GDPHRWKD","TOT","USD","A","1999",41.617839,
"ISL","GDPHRWKD","TOT","USD","A","2000",41.538654,
"ISL","GDPHRWKD","TOT","USD","A","2001",42.225429,
"ISL","GDPHRWKD","TOT","USD","A","2002",43.986827,
"ISL","GDPHRWKD","TOT","USD","A","2003",45.717244,
"ISL","GDPHRWKD","TOT","USD","A","2004",49.292787,
"ISL","GDPHRWKD","TOT","USD","A","2005",50.908345,
"ISL","GDPHRWKD","TOT","USD","A","2006",51.827047,
"ISL","GDPHRWKD","TOT","USD","A","2007",54.507634,
"ISL","GDPHRWKD","TOT","USD","A","2008",54.473883,
"ISL","GDPHRWKD","TOT","USD","A","2009",57.958666,
"ISL","GDPHRWKD","TOT","USD","A","2010",57.363205,
"ISL","GDPHRWKD","TOT","USD","A","2011",57.412617,
"ISL","GDPHRWKD","TOT","USD","A","2012",57.495299,
"ISL","GDPHRWKD","TOT","USD","A","2013",58.702973,
"ISL","GDPHRWKD","TOT","USD","A","2014",58.676681,
"ISL","GDPHRWKD","TOT","USD","A","2015",59.662657,
"ISL","GDPHRWKD","TOT","USD","A","2016",60.324542,
"ISL","GDPHRWKD","TOT","USD","A","2017",60.815593,
"ISL","GDPHRWKD","TOT","USD","A","2018",62.372677,
"ISL","GDPHRWKD","TOT","USD","A","2019",64.659108,
"ISL","GDPHRWKD","TOT","USD","A","2020",64.909722,
"IRL","GDPHRWKD","TOT","USD","A","1970",15.537211,
"IRL","GDPHRWKD","TOT","USD","A","1971",16.010355,
"IRL","GDPHRWKD","TOT","USD","A","1972",17.413104,
"IRL","GDPHRWKD","TOT","USD","A","1973",18.07774,
"IRL","GDPHRWKD","TOT","USD","A","1974",18.887292,
"IRL","GDPHRWKD","TOT","USD","A","1975",20.201159,
"IRL","GDPHRWKD","TOT","USD","A","1976",20.718599,
"IRL","GDPHRWKD","TOT","USD","A","1977",22.021204,
"IRL","GDPHRWKD","TOT","USD","A","1978",23.554185,
"IRL","GDPHRWKD","TOT","USD","A","1979",23.330179,
"IRL","GDPHRWKD","TOT","USD","A","1980",24.719989,
"IRL","GDPHRWKD","TOT","USD","A","1981",26.001971,
"IRL","GDPHRWKD","TOT","USD","A","1982",26.796167,
"IRL","GDPHRWKD","TOT","USD","A","1983",27.100678,
"IRL","GDPHRWKD","TOT","USD","A","1984",29.062939,
"IRL","GDPHRWKD","TOT","USD","A","1985",29.988647,
"IRL","GDPHRWKD","TOT","USD","A","1986",29.549105,
"IRL","GDPHRWKD","TOT","USD","A","1987",31.049471,
"IRL","GDPHRWKD","TOT","USD","A","1988",32.526546,
"IRL","GDPHRWKD","TOT","USD","A","1989",34.337223,
"IRL","GDPHRWKD","TOT","USD","A","1990",35.880888,
"IRL","GDPHRWKD","TOT","USD","A","1991",37.322428,
"IRL","GDPHRWKD","TOT","USD","A","1992",39.193069,
"IRL","GDPHRWKD","TOT","USD","A","1993",40.183005,
"IRL","GDPHRWKD","TOT","USD","A","1994",41.157405,
"IRL","GDPHRWKD","TOT","USD","A","1995",43.185972,
"IRL","GDPHRWKD","TOT","USD","A","1996",44.912418,
"IRL","GDPHRWKD","TOT","USD","A","1997",47.969646,
"IRL","GDPHRWKD","TOT","USD","A","1998",48.971985,
"IRL","GDPHRWKD","TOT","USD","A","1999",51.131435,
"IRL","GDPHRWKD","TOT","USD","A","2000",53.79148,
"IRL","GDPHRWKD","TOT","USD","A","2001",55.197634,
"IRL","GDPHRWKD","TOT","USD","A","2002",58.128995,
"IRL","GDPHRWKD","TOT","USD","A","2003",59.332231,
"IRL","GDPHRWKD","TOT","USD","A","2004",61.65624,
"IRL","GDPHRWKD","TOT","USD","A","2005",61.878739,
"IRL","GDPHRWKD","TOT","USD","A","2006",62.235474,
"IRL","GDPHRWKD","TOT","USD","A","2007",63.259955,
"IRL","GDPHRWKD","TOT","USD","A","2008",61.498228,
"IRL","GDPHRWKD","TOT","USD","A","2009",64.448589,
"IRL","GDPHRWKD","TOT","USD","A","2010",71.96792,"B"
"IRL","GDPHRWKD","TOT","USD","A","2011",73.674205,
"IRL","GDPHRWKD","TOT","USD","A","2012",73.983774,
"IRL","GDPHRWKD","TOT","USD","A","2013",72.541196,
"IRL","GDPHRWKD","TOT","USD","A","2014",76.196282,
"IRL","GDPHRWKD","TOT","USD","A","2015",91.344744,
"IRL","GDPHRWKD","TOT","USD","A","2016",90.260453,
"IRL","GDPHRWKD","TOT","USD","A","2017",94.816963,
"IRL","GDPHRWKD","TOT","USD","A","2018",99.808717,
"IRL","GDPHRWKD","TOT","USD","A","2019",102.388449,
"IRL","GDPHRWKD","TOT","USD","A","2020",111.837194,
"IRL","GDPHRWKD","TOT","USD","A","2021",119.965149,
"ITA","GDPHRWKD","TOT","USD","A","1970",25.305962,
"ITA","GDPHRWKD","TOT","USD","A","1971",26.437245,
"ITA","GDPHRWKD","TOT","USD","A","1972",27.746945,
"ITA","GDPHRWKD","TOT","USD","A","1973",29.55267,
"ITA","GDPHRWKD","TOT","USD","A","1974",31.189027,
"ITA","GDPHRWKD","TOT","USD","A","1975",30.761898,
"ITA","GDPHRWKD","TOT","USD","A","1976",32.659556,
"ITA","GDPHRWKD","TOT","USD","A","1977",34.014961,
"ITA","GDPHRWKD","TOT","USD","A","1978",35.189797,
"ITA","GDPHRWKD","TOT","USD","A","1979",37.006682,
"ITA","GDPHRWKD","TOT","USD","A","1980",37.709445,
"ITA","GDPHRWKD","TOT","USD","A","1981",37.930318,
"ITA","GDPHRWKD","TOT","USD","A","1982",37.77805,
"ITA","GDPHRWKD","TOT","USD","A","1983",38.111703,
"ITA","GDPHRWKD","TOT","USD","A","1984",39.562281,
"ITA","GDPHRWKD","TOT","USD","A","1985",40.363743,
"ITA","GDPHRWKD","TOT","USD","A","1986",41.048174,
"ITA","GDPHRWKD","TOT","USD","A","1987",41.833545,
"ITA","GDPHRWKD","TOT","USD","A","1988",43.041769,
"ITA","GDPHRWKD","TOT","USD","A","1989",44.572499,
"ITA","GDPHRWKD","TOT","USD","A","1990",45.001814,
"ITA","GDPHRWKD","TOT","USD","A","1991",45.022633,
"ITA","GDPHRWKD","TOT","USD","A","1992",45.652707,
"ITA","GDPHRWKD","TOT","USD","A","1993",46.516213,
"ITA","GDPHRWKD","TOT","USD","A","1994",48.470113,
"ITA","GDPHRWKD","TOT","USD","A","1995",49.907066,
"ITA","GDPHRWKD","TOT","USD","A","1996",49.964089,
"ITA","GDPHRWKD","TOT","USD","A","1997",50.886196,
"ITA","GDPHRWKD","TOT","USD","A","1998",50.921112,
"ITA","GDPHRWKD","TOT","USD","A","1999",51.279218,
"ITA","GDPHRWKD","TOT","USD","A","2000",52.751834,
"ITA","GDPHRWKD","TOT","USD","A","2001",53.105591,
"ITA","GDPHRWKD","TOT","USD","A","2002",52.689151,
"ITA","GDPHRWKD","TOT","USD","A","2003",52.31578,
"ITA","GDPHRWKD","TOT","USD","A","2004",52.754499,
"ITA","GDPHRWKD","TOT","USD","A","2005",52.990201,
"ITA","GDPHRWKD","TOT","USD","A","2006",52.873541,
"ITA","GDPHRWKD","TOT","USD","A","2007",52.833352,
"ITA","GDPHRWKD","TOT","USD","A","2008",52.532095,
"ITA","GDPHRWKD","TOT","USD","A","2009",51.485627,
"ITA","GDPHRWKD","TOT","USD","A","2010",52.656139,
"ITA","GDPHRWKD","TOT","USD","A","2011",53.011615,
"ITA","GDPHRWKD","TOT","USD","A","2012",52.728249,
"ITA","GDPHRWKD","TOT","USD","A","2013",53.147359,
"ITA","GDPHRWKD","TOT","USD","A","2014",53.189636,
"ITA","GDPHRWKD","TOT","USD","A","2015",53.221214,
"ITA","GDPHRWKD","TOT","USD","A","2016",53.057615,
"ITA","GDPHRWKD","TOT","USD","A","2017",53.399887,
"ITA","GDPHRWKD","TOT","USD","A","2018",53.393274,
"ITA","GDPHRWKD","TOT","USD","A","2019",53.667651,
"ITA","GDPHRWKD","TOT","USD","A","2020",54.878829,
"ITA","GDPHRWKD","TOT","USD","A","2021",54.170307,
"JPN","GDPHRWKD","TOT","USD","A","1970",13.913013,
"JPN","GDPHRWKD","TOT","USD","A","1971",14.490585,
"JPN","GDPHRWKD","TOT","USD","A","1972",15.705665,
"JPN","GDPHRWKD","TOT","USD","A","1973",16.795891,
"JPN","GDPHRWKD","TOT","USD","A","1974",17.159121,
"JPN","GDPHRWKD","TOT","USD","A","1975",17.943132,
"JPN","GDPHRWKD","TOT","USD","A","1976",18.365817,
"JPN","GDPHRWKD","TOT","USD","A","1977",18.935959,
"JPN","GDPHRWKD","TOT","USD","A","1978",19.797496,
"JPN","GDPHRWKD","TOT","USD","A","1979",20.641463,
"JPN","GDPHRWKD","TOT","USD","A","1980",21.12694,
"JPN","GDPHRWKD","TOT","USD","A","1981",22.016203,
"JPN","GDPHRWKD","TOT","USD","A","1982",22.575418,
"JPN","GDPHRWKD","TOT","USD","A","1983",23.145117,
"JPN","GDPHRWKD","TOT","USD","A","1984",23.93548,
"JPN","GDPHRWKD","TOT","USD","A","1985",25.21423,
"JPN","GDPHRWKD","TOT","USD","A","1986",25.862897,
"JPN","GDPHRWKD","TOT","USD","A","1987",26.971293,
"JPN","GDPHRWKD","TOT","USD","A","1988",28.492223,
"JPN","GDPHRWKD","TOT","USD","A","1989",29.774673,
"JPN","GDPHRWKD","TOT","USD","A","1990",31.293218,
"JPN","GDPHRWKD","TOT","USD","A","1991",32.274529,
"JPN","GDPHRWKD","TOT","USD","A","1992",32.742608,
"JPN","GDPHRWKD","TOT","USD","A","1993",33.492015,
"JPN","GDPHRWKD","TOT","USD","A","1994",33.941482,
"JPN","GDPHRWKD","TOT","USD","A","1995",34.972729,
"JPN","GDPHRWKD","TOT","USD","A","1996",35.880452,
"JPN","GDPHRWKD","TOT","USD","A","1997",36.494536,
"JPN","GDPHRWKD","TOT","USD","A","1998",36.903426,
"JPN","GDPHRWKD","TOT","USD","A","1999",37.939032,
"JPN","GDPHRWKD","TOT","USD","A","2000",39.036502,
"JPN","GDPHRWKD","TOT","USD","A","2001",39.591999,
"JPN","GDPHRWKD","TOT","USD","A","2002",40.321568,
"JPN","GDPHRWKD","TOT","USD","A","2003",40.896276,
"JPN","GDPHRWKD","TOT","USD","A","2004",41.832148,
"JPN","GDPHRWKD","TOT","USD","A","2005",42.533796,
"JPN","GDPHRWKD","TOT","USD","A","2006",42.602238,
"JPN","GDPHRWKD","TOT","USD","A","2007",42.869805,
"JPN","GDPHRWKD","TOT","USD","A","2008",42.745248,
"JPN","GDPHRWKD","TOT","USD","A","2009",42.137637,
"JPN","GDPHRWKD","TOT","USD","A","2010",43.440399,
"JPN","GDPHRWKD","TOT","USD","A","2011",43.713823,
"JPN","GDPHRWKD","TOT","USD","A","2012",44.192081,
"JPN","GDPHRWKD","TOT","USD","A","2013",45.179653,
"JPN","GDPHRWKD","TOT","USD","A","2014",45.259761,
"JPN","GDPHRWKD","TOT","USD","A","2015",46.169987,
"JPN","GDPHRWKD","TOT","USD","A","2016",46.216381,
"JPN","GDPHRWKD","TOT","USD","A","2017",46.638749,
"JPN","GDPHRWKD","TOT","USD","A","2018",46.897112,
"JPN","GDPHRWKD","TOT","USD","A","2019",47.384537,
"JPN","GDPHRWKD","TOT","USD","A","2020",47.969905,
"KOR","GDPHRWKD","TOT","USD","A","1970",2.992643,
"KOR","GDPHRWKD","TOT","USD","A","1971",3.205216,
"KOR","GDPHRWKD","TOT","USD","A","1972",3.299719,
"KOR","GDPHRWKD","TOT","USD","A","1973",3.603414,
"KOR","GDPHRWKD","TOT","USD","A","1974",3.788234,
"KOR","GDPHRWKD","TOT","USD","A","1975",3.998885,
"KOR","GDPHRWKD","TOT","USD","A","1976",4.273191,
"KOR","GDPHRWKD","TOT","USD","A","1977",4.659708,
"KOR","GDPHRWKD","TOT","USD","A","1978",4.948738,
"KOR","GDPHRWKD","TOT","USD","A","1979",5.313231,
"KOR","GDPHRWKD","TOT","USD","A","1980",5.205596,
"KOR","GDPHRWKD","TOT","USD","A","1981",5.417179,
"KOR","GDPHRWKD","TOT","USD","A","1982",5.697845,
"KOR","GDPHRWKD","TOT","USD","A","1983",6.364285,
"KOR","GDPHRWKD","TOT","USD","A","1984",7.082612,
"KOR","GDPHRWKD","TOT","USD","A","1985",7.425646,
"KOR","GDPHRWKD","TOT","USD","A","1986",7.90201,
"KOR","GDPHRWKD","TOT","USD","A","1987",8.535919,
"KOR","GDPHRWKD","TOT","USD","A","1988",9.417768,
"KOR","GDPHRWKD","TOT","USD","A","1989",10.052417,
"KOR","GDPHRWKD","TOT","USD","A","1990",10.941045,
"KOR","GDPHRWKD","TOT","USD","A","1991",11.840905,
"KOR","GDPHRWKD","TOT","USD","A","1992",12.437938,
"KOR","GDPHRWKD","TOT","USD","A","1993",13.052885,
"KOR","GDPHRWKD","TOT","USD","A","1994",13.899385,
"KOR","GDPHRWKD","TOT","USD","A","1995",14.771812,
"KOR","GDPHRWKD","TOT","USD","A","1996",15.663279,
"KOR","GDPHRWKD","TOT","USD","A","1997",16.697812,
"KOR","GDPHRWKD","TOT","USD","A","1998",17.504263,
"KOR","GDPHRWKD","TOT","USD","A","1999",19.122007,
"KOR","GDPHRWKD","TOT","USD","A","2000",19.867034,
"KOR","GDPHRWKD","TOT","USD","A","2001",20.534599,
"KOR","GDPHRWKD","TOT","USD","A","2002",21.887622,
"KOR","GDPHRWKD","TOT","USD","A","2003",22.903303,
"KOR","GDPHRWKD","TOT","USD","A","2004",23.940085,
"KOR","GDPHRWKD","TOT","USD","A","2005",25.066255,
"KOR","GDPHRWKD","TOT","USD","A","2006",26.109854,
"KOR","GDPHRWKD","TOT","USD","A","2007",27.762018,
"KOR","GDPHRWKD","TOT","USD","A","2008",29.325932,
"KOR","GDPHRWKD","TOT","USD","A","2009",30.340215,
"KOR","GDPHRWKD","TOT","USD","A","2010",32.147724,
"KOR","GDPHRWKD","TOT","USD","A","2011",33.077795,
"KOR","GDPHRWKD","TOT","USD","A","2012",33.544427,
"KOR","GDPHRWKD","TOT","USD","A","2013",34.297736,
"KOR","GDPHRWKD","TOT","USD","A","2014",35.078734,
"KOR","GDPHRWKD","TOT","USD","A","2015",35.5578,
"KOR","GDPHRWKD","TOT","USD","A","2016",36.548092,
"KOR","GDPHRWKD","TOT","USD","A","2017",38.180621,
"KOR","GDPHRWKD","TOT","USD","A","2018",39.639227,
"KOR","GDPHRWKD","TOT","USD","A","2019",40.57594,
"KOR","GDPHRWKD","TOT","USD","A","2020",41.810911,
"LUX","GDPHRWKD","TOT","USD","A","1970",46.34691,
"LUX","GDPHRWKD","TOT","USD","A","1971",46.191178,
"LUX","GDPHRWKD","TOT","USD","A","1972",48.488393,
"LUX","GDPHRWKD","TOT","USD","A","1973",52.389258,
"LUX","GDPHRWKD","TOT","USD","A","1974",53.828135,
"LUX","GDPHRWKD","TOT","USD","A","1975",50.472484,
"LUX","GDPHRWKD","TOT","USD","A","1976",51.33199,
"LUX","GDPHRWKD","TOT","USD","A","1977",52.926793,
"LUX","GDPHRWKD","TOT","USD","A","1978",55.969247,
"LUX","GDPHRWKD","TOT","USD","A","1979",57.547685,
"LUX","GDPHRWKD","TOT","USD","A","1980",58.183288,
"LUX","GDPHRWKD","TOT","USD","A","1981",58.524015,
"LUX","GDPHRWKD","TOT","USD","A","1982",59.973709,
"LUX","GDPHRWKD","TOT","USD","A","1983",62.175483,
"LUX","GDPHRWKD","TOT","USD","A","1984",66.197945,
"LUX","GDPHRWKD","TOT","USD","A","1985",66.845557,
"LUX","GDPHRWKD","TOT","USD","A","1986",72.187116,
"LUX","GDPHRWKD","TOT","USD","A","1987",73.127734,
"LUX","GDPHRWKD","TOT","USD","A","1988",76.060635,
"LUX","GDPHRWKD","TOT","USD","A","1989",81.277089,
"LUX","GDPHRWKD","TOT","USD","A","1990",82.14235,
"LUX","GDPHRWKD","TOT","USD","A","1991",86.739651,
"LUX","GDPHRWKD","TOT","USD","A","1992",87.073564,
"LUX","GDPHRWKD","TOT","USD","A","1993",88.780059,
"LUX","GDPHRWKD","TOT","USD","A","1994",90.948597,
"LUX","GDPHRWKD","TOT","USD","A","1995",89.29036,
"LUX","GDPHRWKD","TOT","USD","A","1996",89.521784,
"LUX","GDPHRWKD","TOT","USD","A","1997",90.955873,
"LUX","GDPHRWKD","TOT","USD","A","1998",93.057507,
"LUX","GDPHRWKD","TOT","USD","A","1999",96.297881,
"LUX","GDPHRWKD","TOT","USD","A","2000",97.459711,"B"
"LUX","GDPHRWKD","TOT","USD","A","2001",95.733237,
"LUX","GDPHRWKD","TOT","USD","A","2002",96.465052,
"LUX","GDPHRWKD","TOT","USD","A","2003",97.170243,
"LUX","GDPHRWKD","TOT","USD","A","2004",98.973858,
"LUX","GDPHRWKD","TOT","USD","A","2005",99.957636,
"LUX","GDPHRWKD","TOT","USD","A","2006",102.035068,
"LUX","GDPHRWKD","TOT","USD","A","2007",104.743364,
"LUX","GDPHRWKD","TOT","USD","A","2008",99.685834,
"LUX","GDPHRWKD","TOT","USD","A","2009",99.484621,
"LUX","GDPHRWKD","TOT","USD","A","2010",101.160094,
"LUX","GDPHRWKD","TOT","USD","A","2011",99.378768,
"LUX","GDPHRWKD","TOT","USD","A","2012",98.989858,
"LUX","GDPHRWKD","TOT","USD","A","2013",100.800784,
"LUX","GDPHRWKD","TOT","USD","A","2014",100.550424,
"LUX","GDPHRWKD","TOT","USD","A","2015",99.777819,
"LUX","GDPHRWKD","TOT","USD","A","2016",101.763319,
"LUX","GDPHRWKD","TOT","USD","A","2017",100.25682,
"LUX","GDPHRWKD","TOT","USD","A","2018",98.602591,
"LUX","GDPHRWKD","TOT","USD","A","2019",98.573992,
"LUX","GDPHRWKD","TOT","USD","A","2020",100.861,
"LUX","GDPHRWKD","TOT","USD","A","2021",107.42966,
"MEX","GDPHRWKD","TOT","USD","A","1991",19.779529,
"MEX","GDPHRWKD","TOT","USD","A","1992",19.881873,
"MEX","GDPHRWKD","TOT","USD","A","1993",19.80269,
"MEX","GDPHRWKD","TOT","USD","A","1994",19.759341,
"MEX","GDPHRWKD","TOT","USD","A","1995",18.538649,
"MEX","GDPHRWKD","TOT","USD","A","1996",18.748189,
"MEX","GDPHRWKD","TOT","USD","A","1997",18.531243,
"MEX","GDPHRWKD","TOT","USD","A","1998",19.622722,
"MEX","GDPHRWKD","TOT","USD","A","1999",19.27401,
"MEX","GDPHRWKD","TOT","USD","A","2000",20.408184,
"MEX","GDPHRWKD","TOT","USD","A","2001",20.546467,
"MEX","GDPHRWKD","TOT","USD","A","2002",19.608957,
"MEX","GDPHRWKD","TOT","USD","A","2003",20.222358,
"MEX","GDPHRWKD","TOT","USD","A","2004",20.500537,
"MEX","GDPHRWKD","TOT","USD","A","2005",20.218735,
"MEX","GDPHRWKD","TOT","USD","A","2006",20.875724,
"MEX","GDPHRWKD","TOT","USD","A","2007",21.161519,
"MEX","GDPHRWKD","TOT","USD","A","2008",20.463338,
"MEX","GDPHRWKD","TOT","USD","A","2009",20.459199,
"MEX","GDPHRWKD","TOT","USD","A","2010",19.441112,"B"
"MEX","GDPHRWKD","TOT","USD","A","2011",19.986545,
"MEX","GDPHRWKD","TOT","USD","A","2012",20.061491,
"MEX","GDPHRWKD","TOT","USD","A","2013",19.965482,
"MEX","GDPHRWKD","TOT","USD","A","2014",20.473929,"E"
"MEX","GDPHRWKD","TOT","USD","A","2015",20.592155,"E"
"MEX","GDPHRWKD","TOT","USD","A","2016",20.673107,"E"
"MEX","GDPHRWKD","TOT","USD","A","2017",20.783407,"E"
"MEX","GDPHRWKD","TOT","USD","A","2018",20.685444,"E"
"MEX","GDPHRWKD","TOT","USD","A","2019",20.409133,"E"
"MEX","GDPHRWKD","TOT","USD","A","2020",20.224042,"E"
"NLD","GDPHRWKD","TOT","USD","A","1970",30.197071,
"NLD","GDPHRWKD","TOT","USD","A","1971",31.745281,
"NLD","GDPHRWKD","TOT","USD","A","1972",32.764277,
"NLD","GDPHRWKD","TOT","USD","A","1973",34.936802,
"NLD","GDPHRWKD","TOT","USD","A","1974",37.310879,
"NLD","GDPHRWKD","TOT","USD","A","1975",38.565128,
"NLD","GDPHRWKD","TOT","USD","A","1976",40.493105,
"NLD","GDPHRWKD","TOT","USD","A","1977",41.742758,
"NLD","GDPHRWKD","TOT","USD","A","1978",42.907563,
"NLD","GDPHRWKD","TOT","USD","A","1979",43.442551,
"NLD","GDPHRWKD","TOT","USD","A","1980",44.115423,
"NLD","GDPHRWKD","TOT","USD","A","1981",43.966274,
"NLD","GDPHRWKD","TOT","USD","A","1982",44.48092,
"NLD","GDPHRWKD","TOT","USD","A","1983",46.257534,
"NLD","GDPHRWKD","TOT","USD","A","1984",47.535747,
"NLD","GDPHRWKD","TOT","USD","A","1985",48.407746,
"NLD","GDPHRWKD","TOT","USD","A","1986",49.06844,
"NLD","GDPHRWKD","TOT","USD","A","1987",49.668798,
"NLD","GDPHRWKD","TOT","USD","A","1988",50.569019,
"NLD","GDPHRWKD","TOT","USD","A","1989",51.599894,
"NLD","GDPHRWKD","TOT","USD","A","1990",52.346308,
"NLD","GDPHRWKD","TOT","USD","A","1991",52.977604,
"NLD","GDPHRWKD","TOT","USD","A","1992",52.877723,
"NLD","GDPHRWKD","TOT","USD","A","1993",53.725864,
"NLD","GDPHRWKD","TOT","USD","A","1994",54.669954,
"NLD","GDPHRWKD","TOT","USD","A","1995",53.830722,
"NLD","GDPHRWKD","TOT","USD","A","1996",54.029715,
"NLD","GDPHRWKD","TOT","USD","A","1997",55.222705,
"NLD","GDPHRWKD","TOT","USD","A","1998",56.578693,
"NLD","GDPHRWKD","TOT","USD","A","1999",57.827451,
"NLD","GDPHRWKD","TOT","USD","A","2000",59.696492,
"NLD","GDPHRWKD","TOT","USD","A","2001",60.299505,
"NLD","GDPHRWKD","TOT","USD","A","2002",60.739628,
"NLD","GDPHRWKD","TOT","USD","A","2003",61.541637,
"NLD","GDPHRWKD","TOT","USD","A","2004",62.603024,
"NLD","GDPHRWKD","TOT","USD","A","2005",64.097939,
"NLD","GDPHRWKD","TOT","USD","A","2006",65.051296,
"NLD","GDPHRWKD","TOT","USD","A","2007",65.632495,
"NLD","GDPHRWKD","TOT","USD","A","2008",66.009294,
"NLD","GDPHRWKD","TOT","USD","A","2009",64.520326,
"NLD","GDPHRWKD","TOT","USD","A","2010",65.852731,
"NLD","GDPHRWKD","TOT","USD","A","2011",66.274742,
"NLD","GDPHRWKD","TOT","USD","A","2012",66.176095,
"NLD","GDPHRWKD","TOT","USD","A","2013",66.678971,
"NLD","GDPHRWKD","TOT","USD","A","2014",67.172705,
"NLD","GDPHRWKD","TOT","USD","A","2015",67.832959,
